Project_ID,Project_Name,House_Number,Street_Name,Borough,Community_Board,Council_District,Latitude_(Internal),Longitude_(Internal),Extended_Affordability_Status,Prevailing_Wage_Status,Extremely_Low_Income_Units,Very_Low_Income,All_Counted_Units,Total_Units
53180,Compass Residences 2A,1524,BOONE AVENUE,Bronx,203,17,40.83273489,-73.88486918,Not Extended Affordability,Non Prevailing Wage,8,0,128,128
53473,Aquinas Deacon Juan Santos HDFC,2060,CROTONA PARKWAY,Bronx,206,17,40.84462743,-73.88456668,Not Extended Affordability,Non Prevailing Wage,34,0,35,35
53473,Aquinas Deacon Juan Santos HDFC,985,EAST TREMONT AVENUE,Bronx,206,17,40.84132029,-73.88208591,Not Extended Affordability,Non Prevailing Wage,100,0,101,101
54948,West 140th Street,206,WEST 140 STREET,Manhattan,110,9,40.81863994,-73.94238899,Extended Affordability,Non Prevailing Wage,0,2,18,18
54948,West 140th Street,218,WEST 140 STREET,Manhattan,110,9,40.81894496,-73.94311492,Extended Affordability,Non Prevailing Wage,0,4,18,18
54948,West 140th Street,220,WEST 140 STREET,Manhattan,110,9,40.81899717,-73.94323771,Extended Affordability,Non Prevailing Wage,0,3,18,18
54948,West 140th Street,222,WEST 140 STREET,Manhattan,110,9,40.81904938,-73.94335689,Extended Affordability,Non Prevailing Wage,0,5,18,18
54948,West 140th Street,267,WEST 140 STREET,Manhattan,110,9,40.81956266,-73.94338536,Extended Affordability,Non Prevailing Wage,0,4,20,20
55050,Compass Residences 2B,1544,BOONE AVENUE,Bronx,203,17,40.8330638,-73.88441329,Not Extended Affordability,Non Prevailing Wage,49,0,164,164
58323,CONFIDENTIAL,----,----,Brooklyn,318,46,,,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
58932,Castleton Park,165,ST MARKS PLACE,Staten Island,501,49,40.64599508,-74.08022547,Not Extended Affordability,Non Prevailing Wage,0,139,454,454
48647,WIN.75-121 Junius St.The Glenmore,109,JUNIUS STREET,Brooklyn,316,37,,,Not Extended Affordability,Prevailing Wage,96,0,161,161
52752,Urban Strategies Apts,2108,FULTON STREET,Brooklyn,316,41,40.67814794,-73.91291829,Not Extended Affordability,Non Prevailing Wage,0,3,7,7
52752,Urban Strategies Apts,2138,FULTON STREET,Brooklyn,316,41,40.67807278,-73.91154478,Not Extended Affordability,Non Prevailing Wage,0,1,6,6
52752,Urban Strategies Apts,2154,FULTON STREET,Brooklyn,316,37,40.67801991,-73.91061108,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52752,Urban Strategies Apts,2158,FULTON STREET,Brooklyn,316,37,40.67800876,-73.91039118,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52752,Urban Strategies Apts,2160,FULTON STREET,Brooklyn,316,37,40.67800321,-73.91031908,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52752,Urban Strategies Apts,2184,FULTON STREET,Brooklyn,316,37,40.67794473,-73.90924119,Not Extended Affordability,Non Prevailing Wage,0,1,4,4
52752,Urban Strategies Apts,2204A,FULTON STREET,Brooklyn,316,37,40.67789458,-73.90830749,Not Extended Affordability,Non Prevailing Wage,0,1,4,4
52752,Urban Strategies Apts,218,GRAFTON STREET,Brooklyn,316,41,40.66295114,-73.91807086,Not Extended Affordability,Non Prevailing Wage,0,0,16,16
52752,Urban Strategies Apts,147,ROCKAWAY AVENUE,Brooklyn,316,37,40.67773985,-73.91049249,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52752,Urban Strategies Apts,151,ROCKAWAY AVENUE,Brooklyn,316,37,40.67762732,-73.91049985,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52752,Urban Strategies Apts,38,SOMERS STREET,Brooklyn,316,37,40.67854699,-73.91072575,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52752,Urban Strategies Apts,57,SUTTER AVENUE,Brooklyn,316,41,40.66583497,-73.92064462,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52752,Urban Strategies Apts,59,SUTTER AVENUE,Brooklyn,316,41,40.66587868,-73.92034899,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52752,Urban Strategies Apts,27,TRUXTON STREET,Brooklyn,316,37,40.67852602,-73.90847968,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52752,Urban Strategies Apts,29,TRUXTON STREET,Brooklyn,316,37,40.67853419,-73.90840756,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52752,Urban Strategies Apts,2031,UNION STREET,Brooklyn,316,41,40.66666714,-73.92137537,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52752,Urban Strategies Apts,2168,FULTON STREET,Brooklyn,316,37,40.67798372,-73.90995858,Not Extended Affordability,Non Prevailing Wage,0,1,8,8
52752,Urban Strategies Apts,2170,FULTON STREET,Brooklyn,316,37,40.67798372,-73.90995858,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52752,Urban Strategies Apts,2180,FULTON STREET,Brooklyn,316,37,40.67795865,-73.90949354,Not Extended Affordability,Non Prevailing Wage,0,4,12,12
44409,Crotona Terrace II,1825,BOSTON ROAD,Bronx,203,17,40.83913354,-73.88559536,Not Extended Affordability,Non Prevailing Wage,11,32,108,108
46143,West Farms/Longfellow Ave,1926,LONGFELLOW AVENUE,Bronx,206,17,40.83941753,-73.88143153,Not Extended Affordability,Non Prevailing Wage,6,8,28,28
46143,West Farms/Longfellow Ave,1900,BOSTON ROAD,Bronx,206,17,40.83955164,-73.88106266,Not Extended Affordability,Non Prevailing Wage,10,40,153,153
50415,Lexington Gardens,127,EAST 107 STREET,Manhattan,111,8,40.79334634,-73.946091,Extended Affordability,Non Prevailing Wage,82,18,108,108
51719,The Pavilion at Locust Manor,171-04,BAISLEY BOULEVARD,Queens,412,27,40.68100559,-73.77258037,Not Extended Affordability,Non Prevailing Wage,9,26,85,85
52493,CONFIDENTIAL,----,----,Queens,413,31,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
52674,Genesis Year 15 Resyndication,2094,5 AVENUE,Manhattan,110,9,40.80883779,-73.94092002,Not Extended Affordability,Non Prevailing Wage,0,0,27,27
52674,Genesis Year 15 Resyndication,2407,FREDERICK DOUGLASS BOULEVARD,Manhattan,110,9,40.81272847,-73.94965535,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52674,Genesis Year 15 Resyndication,2451,FREDERICK DOUGLASS BOULEVARD,Manhattan,110,9,40.81434186,-73.94852699,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52674,Genesis Year 15 Resyndication,2467,FREDERICK DOUGLASS BOULEVARD,Manhattan,110,9,40.81484124,-73.94816172,Not Extended Affordability,Non Prevailing Wage,0,1,14,14
52674,Genesis Year 15 Resyndication,418,LENOX AVENUE,Manhattan,110,9,40.81134178,-73.94250729,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52674,Genesis Year 15 Resyndication,418,ST NICHOLAS AVENUE,Manhattan,110,9,40.81428997,-73.94909421,Not Extended Affordability,Non Prevailing Wage,0,0,10,10
52674,Genesis Year 15 Resyndication,147,WEST 127 STREET,Manhattan,110,9,40.81012228,-73.94645672,Not Extended Affordability,Non Prevailing Wage,0,0,24,24
52674,Genesis Year 15 Resyndication,28,WEST 127 STREET,Manhattan,110,9,40.80806745,-73.94274492,Not Extended Affordability,Non Prevailing Wage,0,0,24,24
52674,Genesis Year 15 Resyndication,65,WEST 127 STREET,Manhattan,110,9,40.80888026,-73.94350282,Not Extended Affordability,Non Prevailing Wage,0,3,18,18
52674,Genesis Year 15 Resyndication,20,WEST 129 STREET,Manhattan,110,9,40.80928286,-73.9417577,Not Extended Affordability,Non Prevailing Wage,0,0,29,29
52674,Genesis Year 15 Resyndication,24,WEST 129 STREET,Manhattan,110,9,40.80932958,-73.94187325,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52674,Genesis Year 15 Resyndication,26,WEST 129 STREET,Manhattan,110,9,40.80935706,-73.94193464,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52674,Genesis Year 15 Resyndication,30,WEST 129 STREET,Manhattan,110,9,40.80940653,-73.9420538,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52674,Genesis Year 15 Resyndication,69,WEST 130 STREET,Manhattan,110,9,40.8108724,-73.94242822,Not Extended Affordability,Non Prevailing Wage,0,0,14,14
52674,Genesis Year 15 Resyndication,28,WEST 131 STREET,Manhattan,110,9,40.81059446,-73.94100516,Not Extended Affordability,Non Prevailing Wage,0,3,25,25
52674,Genesis Year 15 Resyndication,4,WEST 131 STREET,Manhattan,110,9,40.81030316,-73.940301,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52674,Genesis Year 15 Resyndication,71,WEST 131 STREET,Manhattan,110,9,40.81148697,-73.94194362,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52674,Genesis Year 15 Resyndication,72,WEST 131 STREET,Manhattan,110,9,40.81110559,-73.9422185,Not Extended Affordability,Non Prevailing Wage,0,1,4,4
52674,Genesis Year 15 Resyndication,73,WEST 131 STREET,Manhattan,110,9,40.81150895,-73.94199417,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52674,Genesis Year 15 Resyndication,8,WEST 131 STREET,Manhattan,110,9,40.81034163,-73.94038405,Not Extended Affordability,Non Prevailing Wage,0,1,4,4
52674,Genesis Year 15 Resyndication,103,WEST 137 STREET,Manhattan,110,9,40.81580632,-73.94028883,Not Extended Affordability,Non Prevailing Wage,0,0,10,10
52674,Genesis Year 15 Resyndication,105,WEST 137 STREET,Manhattan,110,9,40.81585028,-73.94038634,Not Extended Affordability,Non Prevailing Wage,0,2,17,17
52674,Genesis Year 15 Resyndication,125,WEST 137 STREET,Manhattan,110,9,40.81617456,-73.94115918,Not Extended Affordability,Non Prevailing Wage,0,3,10,10
52674,Genesis Year 15 Resyndication,127,WEST 137 STREET,Manhattan,110,9,40.81620753,-73.94123501,Not Extended Affordability,Non Prevailing Wage,0,1,10,10
52674,Genesis Year 15 Resyndication,129,WEST 137 STREET,Manhattan,110,9,40.81624051,-73.94131447,Not Extended Affordability,Non Prevailing Wage,0,1,10,10
52674,Genesis Year 15 Resyndication,131,WEST 137 STREET,Manhattan,110,9,40.81627349,-73.94139392,Not Extended Affordability,Non Prevailing Wage,0,5,19,19
52674,Genesis Year 15 Resyndication,106,WEST 138 STREET,Manhattan,110,9,40.81610272,-73.94022715,Not Extended Affordability,Non Prevailing Wage,0,5,24,24
52674,Genesis Year 15 Resyndication,137,WEST 138 STREET,Manhattan,110,9,40.81705844,-73.94132097,Not Extended Affordability,Non Prevailing Wage,0,2,11,11
52756,PACC ABCCD Resyndication,1077,BEDFORD AVENUE,Brooklyn,303,36,40.68696881,-73.95430436,Not Extended Affordability,Non Prevailing Wage,0,0,11,11
52756,PACC ABCCD Resyndication,1224,BEDFORD AVENUE,Brooklyn,303,36,40.68196494,-73.95392201,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,1,BREVOORT PLACE,Brooklyn,303,36,40.68011271,-73.95516354,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52756,PACC ABCCD Resyndication,29,BREVOORT PLACE,Brooklyn,303,36,40.68034569,-73.95433053,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52756,PACC ABCCD Resyndication,35,BREVOORT PLACE,Brooklyn,303,36,40.68033737,-73.95411782,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52756,PACC ABCCD Resyndication,285,CLASSON AVENUE,Brooklyn,303,33,40.69119247,-73.96021888,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52756,PACC ABCCD Resyndication,689,DE KALB AVENUE,Brooklyn,303,36,40.69191512,-73.94836547,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,721,DE KALB AVENUE,Brooklyn,303,36,40.6920793,-73.94724027,Not Extended Affordability,Non Prevailing Wage,0,0,18,18
52756,PACC ABCCD Resyndication,745,DE KALB AVENUE,Brooklyn,303,36,40.69217225,-73.94643605,Not Extended Affordability,Non Prevailing Wage,0,0,11,11
52756,PACC ABCCD Resyndication,753,DE KALB AVENUE,Brooklyn,303,36,40.69219412,-73.9462377,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,795,DE KALB AVENUE,Brooklyn,303,36,40.69241281,-73.94436238,Not Extended Affordability,Non Prevailing Wage,0,0,20,20
52756,PACC ABCCD Resyndication,1108,FULTON STREET,Brooklyn,303,36,40.68105472,-73.95660868,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,1124,FULTON STREET,Brooklyn,303,36,40.68096123,-73.95615085,Not Extended Affordability,Non Prevailing Wage,0,0,3,3
52756,PACC ABCCD Resyndication,1154,FULTON STREET,Brooklyn,303,36,40.68070271,-73.95483505,Not Extended Affordability,Non Prevailing Wage,0,0,3,3
52756,PACC ABCCD Resyndication,1176,FULTON STREET,Brooklyn,303,36,40.68057065,-73.95405637,Not Extended Affordability,Non Prevailing Wage,0,0,3,3
52756,PACC ABCCD Resyndication,468,GATES AVENUE,Brooklyn,303,36,40.68639763,-73.94725558,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,480,GATES AVENUE,Brooklyn,303,36,40.68641938,-73.94679403,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,482,GATES AVENUE,Brooklyn,303,36,40.68643031,-73.94670388,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,486,GATES AVENUE,Brooklyn,303,36,40.68644945,-73.94653439,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,542,GATES AVENUE,Brooklyn,303,36,40.68676379,-73.94379739,Not Extended Affordability,Non Prevailing Wage,0,0,16,16
52756,PACC ABCCD Resyndication,546,GATES AVENUE,Brooklyn,303,36,40.68678567,-73.9436315,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52756,PACC ABCCD Resyndication,567,GATES AVENUE,Brooklyn,303,36,40.68720581,-73.94402418,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,587,GATES AVENUE,Brooklyn,303,36,40.68727414,-73.94341835,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,617,GATES AVENUE,Brooklyn,303,36,40.68739438,-73.94236536,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,236,GREENE AVENUE,Brooklyn,302,35,40.68696873,-73.96158076,Not Extended Affordability,Non Prevailing Wage,0,0,16,16
52756,PACC ABCCD Resyndication,848,GREENE AVENUE,Brooklyn,303,36,40.69012102,-73.93415233,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,956,GREENE AVENUE,Brooklyn,303,36,40.69065625,-73.92951095,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,44,HANCOCK STREET,Brooklyn,303,36,40.6818525,-73.95416365,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52756,PACC ABCCD Resyndication,53,HANCOCK STREET,Brooklyn,303,36,40.68235454,-73.95351432,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52756,PACC ABCCD Resyndication,892,KENT AVENUE,Brooklyn,303,33,40.69384915,-73.95948164,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,226,LEFFERTS PLACE,Brooklyn,303,36,40.67998389,-73.95563593,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,450,LEXINGTON AVENUE,Brooklyn,303,36,40.68836083,-73.94294867,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52756,PACC ABCCD Resyndication,460,LEXINGTON AVENUE,Brooklyn,303,36,40.68840456,-73.94255921,Not Extended Affordability,Non Prevailing Wage,0,0,5,5
52756,PACC ABCCD Resyndication,631,LEXINGTON AVENUE,Brooklyn,303,36,40.68963618,-73.93588364,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,674,MYRTLE AVENUE,Brooklyn,303,33,40.69424617,-73.95681646,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
57824,CONFIDENTIAL,----,----,Staten Island,502,50,,,Not Extended Affordability,Non Prevailing Wage,0,1,1,1
52756,PACC ABCCD Resyndication,12,PULASKI STREET,Brooklyn,303,36,40.69190541,-73.9512575,Not Extended Affordability,Non Prevailing Wage,0,0,20,20
52756,PACC ABCCD Resyndication,126,PULASKI STREET,Brooklyn,303,36,40.69245771,-73.94645385,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52756,PACC ABCCD Resyndication,96,PULASKI STREET,Brooklyn,303,36,40.69232649,-73.94760067,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,105,QUINCY STREET,Brooklyn,303,35,40.68646753,-73.95691164,Not Extended Affordability,Non Prevailing Wage,0,0,12,12
52756,PACC ABCCD Resyndication,165,QUINCY STREET,Brooklyn,303,36,40.68675751,-73.95440907,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,273,QUINCY STREET,Brooklyn,303,36,40.68728534,-73.949833,Not Extended Affordability,Non Prevailing Wage,0,0,17,17
52756,PACC ABCCD Resyndication,592,QUINCY STREET,Brooklyn,303,36,40.68831646,-73.93682963,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,601,QUINCY STREET,Brooklyn,303,36,40.68897973,-73.93509459,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,722,QUINCY STREET,Brooklyn,303,36,40.68895553,-73.93123274,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,175,SARATOGA AVENUE,Brooklyn,316,41,40.6806209,-73.91652046,Not Extended Affordability,Non Prevailing Wage,0,0,19,19
52756,PACC ABCCD Resyndication,179,SARATOGA AVENUE,Brooklyn,316,41,40.6801625,-73.91648498,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
52756,PACC ABCCD Resyndication,193,SKILLMAN STREET,Brooklyn,303,33,40.69240428,-73.95641017,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
52756,PACC ABCCD Resyndication,1,SPENCER PLACE,Brooklyn,303,36,40.68191297,-73.95436191,Not Extended Affordability,Non Prevailing Wage,0,0,9,9
52756,PACC ABCCD Resyndication,2,SPENCER PLACE,Brooklyn,303,36,40.68182808,-73.95487755,Not Extended Affordability,Non Prevailing Wage,0,0,10,10
52756,PACC ABCCD Resyndication,27,SPENCER PLACE,Brooklyn,303,36,40.68123494,-73.95418931,Not Extended Affordability,Non Prevailing Wage,0,0,12,12
52756,PACC ABCCD Resyndication,218,ST JAMES PLACE,Brooklyn,302,35,40.68381308,-73.96416778,Not Extended Affordability,Non Prevailing Wage,0,0,12,12
52756,PACC ABCCD Resyndication,254,MARCUS GARVEY BOULEVARD,Brooklyn,303,36,40.68886686,-73.93951908,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
52756,PACC ABCCD Resyndication,277,TOMPKINS AVENUE,Brooklyn,303,36,40.68859225,-73.94470812,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
52756,PACC ABCCD Resyndication,660,WILLOUGHBY AVENUE,Brooklyn,303,36,40.69436906,-73.9428065,Not Extended Affordability,Non Prevailing Wage,0,0,24,24
52756,PACC ABCCD Resyndication,666,WILLOUGHBY AVENUE,Brooklyn,303,36,40.69439639,-73.94255404,Not Extended Affordability,Non Prevailing Wage,0,0,36,36
52756,PACC ABCCD Resyndication,801,DE KALB AVENUE,Brooklyn,303,36,40.69241281,-73.94436238,Not Extended Affordability,Non Prevailing Wage,0,0,3,3
53610,CONFIDENTIAL,----,----,Queens,409,32,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
52937,Arker.34-11 Beach Channel Drive,34-11,BEACH CHANNEL DRIVE,Queens,414,31,40.59686294,-73.7666266,Not Extended Affordability,Prevailing Wage,153,0,154,154
51143,Edward Dozier HDFC,1488,AMSTERDAM AVENUE,Manhattan,109,7,40.81804651,-73.95326779,Not Extended Affordability,Non Prevailing Wage,0,10,18,18
51143,Edward Dozier HDFC,1492,AMSTERDAM AVENUE,Manhattan,109,7,40.81814255,-73.95319908,Not Extended Affordability,Non Prevailing Wage,1,10,18,18
51143,Edward Dozier HDFC,1496,AMSTERDAM AVENUE,Manhattan,109,7,40.81824133,-73.95312675,Not Extended Affordability,Non Prevailing Wage,0,12,22,22
51396,"Riverbend Housing Company, Inc.",2289,5 AVENUE,Manhattan,111,9,40.81476883,-73.93522841,Not Extended Affordability,Non Prevailing Wage,0,0,297,297
51396,"Riverbend Housing Company, Inc.",2301,5 AVENUE,Manhattan,111,9,40.81570184,-73.93488068,Not Extended Affordability,Non Prevailing Wage,0,0,60,60
51396,"Riverbend Housing Company, Inc.",2311,5 AVENUE,Manhattan,111,9,40.81570184,-73.93488068,Not Extended Affordability,Non Prevailing Wage,0,0,84,84
51396,"Riverbend Housing Company, Inc.",2333,5 AVENUE,Manhattan,111,9,40.81570184,-73.93488068,Not Extended Affordability,Non Prevailing Wage,0,0,184,184
52626,1007 Atlantic Avenue,1007,ATLANTIC AVENUE,Brooklyn,302,36,40.68025407,-73.95885896,Not Extended Affordability,Non Prevailing Wage,0,0,10,50
51751,Rose Ellen Smith MBD HDFC,1711,HOE AVENUE,Bronx,203,17,40.83689809,-73.88710619,Not Extended Affordability,Non Prevailing Wage,17,0,18,18
51751,Rose Ellen Smith MBD HDFC,1131,WEST FARMS ROAD,Bronx,202,17,40.82657296,-73.89046241,Not Extended Affordability,Non Prevailing Wage,28,0,29,29
48011,TBX602-Bronx Pro,1641,ANDREWS AVENUE SOUTH,Bronx,205,14,40.84823636,-73.91973303,Not Extended Affordability,Non Prevailing Wage,0,0,60,60
50293,Belle Apartments HDFC,601,EAST 178 STREET,Bronx,206,17,40.84699297,-73.89268419,Not Extended Affordability,Non Prevailing Wage,1,6,21,21
58280,CONFIDENTIAL,----,----,Queens,404,21,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
48732,TMN601B - MDG,503,WEST 174 STREET,Manhattan,112,10,40.8439942,-73.93462167,Not Extended Affordability,Non Prevailing Wage,0,0,26,26
49174,Hunts Point Cluster,813,FAILE STREET,Bronx,202,17,40.81725728,-73.8875044,Extended Affordability,Non Prevailing Wage,0,2,10,10
49174,Hunts Point Cluster,1220,GILBERT PLACE,Bronx,202,17,40.8177899,-73.88764802,Extended Affordability,Non Prevailing Wage,0,2,16,16
49174,Hunts Point Cluster,846,HUNTS POINT AVENUE,Bronx,202,17,40.81770811,-73.88821176,Extended Affordability,Non Prevailing Wage,0,2,14,14
49174,Hunts Point Cluster,860,HUNTS POINT AVENUE,Bronx,202,17,40.81820514,-73.88846021,Extended Affordability,Non Prevailing Wage,0,3,20,20
49174,Hunts Point Cluster,871,HUNTS POINT AVENUE,Bronx,202,17,40.81848609,-73.8894858,Extended Affordability,Non Prevailing Wage,0,1,8,8
49174,Hunts Point Cluster,875,HUNTS POINT AVENUE,Bronx,202,17,40.81858496,-73.88954705,Extended Affordability,Non Prevailing Wage,0,1,8,8
49174,Hunts Point Cluster,634,PROSPECT AVENUE,Bronx,202,17,40.81485615,-73.90317665,Extended Affordability,Non Prevailing Wage,0,2,20,20
51652,Praxis. 2270 Loring Place North,2264,LORING PLACE NORTH,Bronx,207,14,40.86080167,-73.9087422,Not Extended Affordability,Prevailing Wage,51,0,66,66
53437,PRC Andrews Avenue,1710,ANDREWS AVENUE SOUTH,Bronx,205,14,40.84967325,-73.91783726,Not Extended Affordability,Non Prevailing Wage,0,82,82,82
53437,PRC Andrews Avenue,1730,ANDREWS AVENUE SOUTH,Bronx,205,14,40.85000227,-73.91735612,Not Extended Affordability,Non Prevailing Wage,0,64,64,64
53437,PRC Andrews Avenue,955,EAST 163 STREET,Bronx,202,17,40.82178235,-73.89521063,Not Extended Affordability,Non Prevailing Wage,0,43,43,43
53437,PRC Andrews Avenue,970,KELLY STREET,Bronx,202,17,40.82178235,-73.89521063,Not Extended Affordability,Non Prevailing Wage,0,59,59,59
52000,34-37 Realty Ltd.,1291,SPOFFORD AVENUE,Bronx,202,17,40.81472051,-73.88683674,Not Extended Affordability,Non Prevailing Wage,0,3,46,46
59032,Atlantic Yards B3,38,SIXTH AVENUE,Brooklyn,306,35,40.68194387,-73.97439031,Not Extended Affordability,Non Prevailing Wage,0,14,303,303
53355,555 Waverly Avenue,551,WAVERLY AVENUE,Brooklyn,302,35,40.68192777,-73.96532254,Not Extended Affordability,Non Prevailing Wage,0,0,38,190
45647,Harlen Park 70 West 139th Street,50,WEST 139 STREET,Manhattan,110,9,40.8158571,-73.93771291,Not Extended Affordability,Non Prevailing Wage,0,0,42,64
54302,The Meekerman,410,MANHATTAN AVENUE,Brooklyn,301,34,40.71836555,-73.94644386,Not Extended Affordability,Non Prevailing Wage,0,17,49,50
58282,CONFIDENTIAL,----,----,Brooklyn,305,37,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
48763,Dorie Miller Apartments - WHGA,2472,ADAM C POWELL BOULEVARD,Manhattan,110,9,40.82095254,-73.94003853,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
48763,Dorie Miller Apartments - WHGA,2797,FREDERICK DOUGLASS BOULEVARD,Manhattan,110,9,40.8252867,-73.94052603,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
48763,Dorie Miller Apartments - WHGA,204,BRADHURST AVENUE,Manhattan,110,9,40.82742153,-73.93945456,Not Extended Affordability,Non Prevailing Wage,0,6,20,20
48763,Dorie Miller Apartments - WHGA,232,WEST 149 STREET,Manhattan,110,9,40.8246958,-73.9390343,Not Extended Affordability,Non Prevailing Wage,0,11,18,18
53337,211 McGuinness Boulevard,211,MC GUINNESS BOULEVARD,Brooklyn,301,33,40.72959654,-73.95138508,Not Extended Affordability,Non Prevailing Wage,0,0,40,197
58515,Bay Park I Apartments (20140285),3325,NEPTUNE AVENUE,Brooklyn,313,47,40.57792197,-74.00116635,Not Extended Affordability,Non Prevailing Wage,0,0,128,128
58515,Bay Park I Apartments (20140285),3405,NEPTUNE AVENUE,Brooklyn,313,47,40.57819918,-74.00249471,Not Extended Affordability,Non Prevailing Wage,0,0,134,134
58515,Bay Park I Apartments (20140285),2770,WEST 33 STREET,Brooklyn,313,47,40.57792197,-74.00116635,Not Extended Affordability,Non Prevailing Wage,0,0,72,72
58516,Bay Park II Apartments (20140286),3395,NEPTUNE AVENUE,Brooklyn,313,47,40.57819918,-74.00249471,Not Extended Affordability,Non Prevailing Wage,0,0,73,73
58516,Bay Park II Apartments (20140286),3415,NEPTUNE AVENUE,Brooklyn,313,47,40.57819918,-74.00249471,Not Extended Affordability,Non Prevailing Wage,0,0,131,131
58516,Bay Park II Apartments (20140286),2750,WEST 33 STREET,Brooklyn,313,47,40.57792197,-74.00116635,Not Extended Affordability,Non Prevailing Wage,0,0,134,134
58005,CONFIDENTIAL,----,----,Bronx,209,18,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58026,CONFIDENTIAL,----,----,Bronx,212,12,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58035,CONFIDENTIAL,----,----,Staten Island,501,49,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
52741,Walton Heights Apartments,272,EAST 199 STREET,Bronx,207,15,40.86979052,-73.8869925,Extended Affordability,Non Prevailing Wage,0,3,11,11
52741,Walton Heights Apartments,2471,UNIVERSITY AVENUE,Bronx,207,14,40.86481883,-73.90402583,Extended Affordability,Non Prevailing Wage,0,5,20,20
